1.000,71.4740530000,51.1508857000
2.000,71.4743630000,51.1515648000
3.000,71.4695812000,51.1503850000
4.000,71.4696413000,51.1496312000
5.000,71.4705425000,51.1484790000
6.000,71.4735895000,51.1551334000
7.000,71.4769734000,51.1581837000
8.000,71.3923062000,51.1961940000
9.000,71.3965049000,51.1949113000
10.000,71.4433247000,51.1521204000
11.000,71.4428687000,51.1581423000
12.000,71.5805596000,51.1412227000
13.000,71.5743798000,51.1423400000
14.000,71.5638012000,51.1445411000
15.000,71.5710324000,51.1430939000
16.000,71.4785893000,51.1546058000
17.000,71.5538480000,51.1505436000
18.000,71.5622380000,51.1452131000
19.000,71.5715507000,51.1547967000
20.000,71.5633323000,51.1529528000
21.000,71.5543201000,51.1466266000
22.000,71.4848441000,51.1551738000
23.000,71.4867378000,51.1540922000
24.000,71.4360618000,51.1576398000
25.000,71.4382401000,51.1585931000
26.000,71.4100935000,51.1784142000
27.000,71.3716144000,51.2019528000
28.000,71.3683059000,51.1990086000
29.000,71.3653767000,51.2001366000
30.000,71.3665216000,51.1966635000
31.000,71.4031285000,51.0898408000
32.000,71.4022552000,51.0891323000
33.000,71.4624522000,51.0282958000
34.000,71.4122920000,51.0605105000
35.000,71.4205891000,51.1435877000
36.000,71.4208640000,51.1445343000
37.000,71.4443881000,51.1507740000
38.000,71.4234039000,51.1247616000
39.000,71.4186513000,51.1469193000
40.000,71.3758792000,51.1466842000
41.000,71.4281382000,51.1655043000
42.000,71.4274672000,51.1659362000
43.000,71.4330481000,51.1660894000
44.000,71.4379160000,51.1666547000
45.000,71.4378617000,51.1668837000
46.000,71.4399078000,51.1676898000
47.000,71.4393725000,51.1684211000
48.000,71.4377792000,51.1697947000
49.000,71.4720620000,51.1558313000
50.000,71.4275105000,51.1716997000
51.000,71.4253664000,51.1735244000
52.000,71.4381133000,51.1296748000
53.000,71.4344846000,51.1300030000
54.000,71.4208499000,51.1878779000
55.000,71.4137662000,51.1892869000
56.000,71.4127678000,51.0598758000
57.000,71.4160821000,51.0660364000
58.000,71.4171086000,51.0672733000
59.000,71.4176425000,51.0704350000
60.000,71.4186834000,51.0716598000
61.000,71.4192321000,51.0748208000
62.000,71.4202701000,51.0760551000
63.000,71.4204284000,51.0780804000
64.000,71.4120500000,51.1191165000
65.000,71.4115110000,51.1177458000
66.000,71.4096800000,51.1084605000
67.000,71.4084290000,51.1065896000
68.000,71.4068324000,51.1007236000
69.000,71.4063276000,51.1002308000
70.000,71.4034923000,51.0924187000
71.000,71.4045112000,51.0939087000
72.000,71.3975068000,51.0743025000
73.000,71.3967778000,51.0735086000
74.000,71.4000717000,51.0681810000
75.000,71.4013568000,51.0669361000
76.000,71.4214576000,51.0544928000
77.000,71.4213864000,51.0548706000
78.000,71.4312831000,51.0459788000
79.000,71.4309900000,51.0466013000
80.000,71.4312896000,51.0425143000
81.000,71.4311203000,51.0426454000
82.000,71.4130030000,51.1235329000
83.000,71.4123378000,51.1227114000
84.000,71.4134746000,51.1268527000
85.000,71.4132038000,51.1276577000
86.000,71.4180775000,51.1327964000
87.000,71.4192519000,51.1323522000
88.000,71.4267075000,51.1311826000
89.000,71.4248889000,51.1317683000
